gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_biotype,gene_name,Essentiality,Functional
Rv0074,774.8170434,-0.52371418,0.097953212,-5.346574868,8.96342E-08,8.58387E-07,protein_coding,NA,NE,conserved hypotheticals
Rv0075,862.6261619,-0.507822988,0.108227275,-4.692190464,2.70295E-06,1.90157E-05,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0076c,125.4830749,-0.11675084,0.232603322,-0.501931095,0.615715991,0.716277568,protein_coding,NA,NE,cell wall and cell processes
Rv0077c,239.7754631,0.806167644,0.210241294,3.834487654,0.000125826,0.00057367,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0078,91.28492102,-0.359052445,0.296378691,-1.211465114,0.225717197,0.334398941,protein_coding,NA,NE,regulatory proteins
Rv0078A,1077.207992,0.227347551,0.130805165,1.738062494,0.082199803,0.147952253,protein_coding,NA,NE,conserved hypotheticals
Rv0078B,583.0797283,0.30835301,0.250268015,1.232091168,0.21791503,0.325490249,protein_coding,NA,NE,conserved hypotheticals
Rv0079,1332.267506,4.312166314,0.303446322,14.21063956,7.87034E-46,2.10033E-43,protein_coding,NA,NE,conserved hypotheticals
Rv0080,473.9504642,3.64683612,0.302682454,12.04838956,1.97776E-33,2.63899E-31,protein_coding,NA,NE,conserved hypotheticals
Rv0081,172.2528846,-1.702478164,0.322058432,-5.286239993,1.24856E-07,1.16232E-06,protein_coding,NA,NE,regulatory proteins
Rv0082,268.7456109,-1.895841854,0.274388265,-6.909340143,4.86913E-12,9.56351E-11,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0083,349.2023897,-1.905042416,0.275849415,-6.906095535,4.98175E-12,9.68055E-11,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0084,378.0547865,-1.548722241,0.279423862,-5.542555412,2.98089E-08,3.10742E-07,protein_coding,hycD,NE,intermediary metabolism and respiration
Rv0085,130.0720065,-1.865711768,0.289205722,-6.451157867,1.10999E-10,1.7222E-09,protein_coding,hycP,NE,intermediary metabolism and respiration
Rv0086,373.2734161,-1.564468717,0.211674616,-7.390913222,1.45824E-13,3.55934E-12,protein_coding,hycQ,NE,intermediary metabolism and respiration
Rv0087,229.6247972,-1.738237015,0.20400417,-8.520595498,1.58735E-17,6.35416E-16,protein_coding,hycE,NE,intermediary metabolism and respiration
Rv0088,976.4085069,-0.400528446,0.107281615,-3.733430426,0.000188889,0.000817432,protein_coding,NA,NE,lipid metabolism
Rv0089,189.0687155,-0.558991678,0.163995995,-3.408569082,0.000653045,0.00237236,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0090,62.13402368,0.425766296,0.209019851,2.03696584,0.041653465,0.083872647,protein_coding,NA,NE,cell wall and cell processes
Rv0091,200.0526782,0.013568385,0.190463821,0.071238649,0.943207822,0.96219697,protein_coding,mtn,NE,intermediary metabolism and respiration
Rv0092,761.5059042,0.159870289,0.097575868,1.638420368,0.101334033,0.17624433,protein_coding,ctpA,NE,cell wall and cell processes
Rv0093c,277.8750158,-0.268529771,0.113965241,-2.356242735,0.01846085,0.041964102,protein_coding,NA,NE,cell wall and cell processes
Rv0094c,8.41849518,2.57803855,1.803092575,1.429787126,0.152778125,0.243923398,protein_coding,NA,NE,NA
Rv0095c,237.6318595,1.771012895,0.321343221,5.511281327,3.56231E-08,3.68473E-07,protein_coding,NA,NE,insertion seqs and phages
Rv0096,132.3679603,1.768144739,0.306694457,5.765166927,8.15771E-09,9.38371E-08,protein_coding,PPE1,NE,PE/PPE
Rv0097,390.3123714,1.189659636,0.281479313,4.226454945,2.37402E-05,0.000132172,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0098,205.2977778,1.014561854,0.326543449,3.106973532,0.001890133,0.005971747,protein_coding,fcoT,NE,lipid metabolism
Rv0099,551.0823307,0.731878293,0.224975037,3.253153343,0.001141319,0.003819983,protein_coding,fadD10,NE,lipid metabolism
Rv0100,28.35069219,-0.177123405,0.417635193,-0.424110343,0.671485343,0.764496474,protein_coding,NA,NE,conserved hypotheticals
Rv0101,1453.08386,-0.235436986,0.220239551,-1.069004112,0.285067816,0.402016863,protein_coding,nrp,NE,lipid metabolism
Rv0102,978.1377348,0.283773819,0.103470535,2.742556796,0.006096291,0.016378155,protein_coding,NA,ES,cell wall and cell processes
Rv0103c,1828.25277,0.019747171,0.184862789,0.106820691,0.914931232,0.944422311,protein_coding,ctpB,NE,cell wall and cell processes
Rv0104,180.9539336,-1.187368749,0.424716012,-2.795676909,0.005179115,0.014239009,protein_coding,NA,NE,conserved hypotheticals
Rv0105c,7.077529117,-0.648470398,0.603972965,-1.073674544,0.282968575,0.399966023,protein_coding,rpmB1,NE,information pathways
Rv0106,349.9286512,-0.297833291,0.238980869,-1.246264155,0.212667433,0.318841848,protein_coding,NA,NE,conserved hypotheticals
Rv0107c,2057.773893,-0.143811825,0.105847863,-1.35866536,0.174252654,0.272845108,protein_coding,ctpI,NE,cell wall and cell processes
Rv0108c,1984.449033,-0.55214862,0.292043253,-1.890639875,0.058672434,0.111575179,protein_coding,NA,NE,conserved hypotheticals
Rv0109,81.52884255,0.080709192,0.174349198,0.462916911,0.643423926,0.739909789,protein_coding,PE_PGRS1,NE,PE/PPE
Rv0110,214.7832435,-0.494196031,0.151973205,-3.251862928,0.001146513,0.003834162,protein_coding,NA,NE,cell wall and cell processes
Rv0111,463.3331996,-0.892859718,0.255498848,-3.494574344,0.000474818,0.001794804,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0112,917.6059102,-0.530932186,0.198272546,-2.677789725,0.007410973,0.019288767,protein_coding,gca,NE,cell wall and cell processes
Rv0113,464.2308664,-0.070531183,0.19284674,-0.365736973,0.714561355,0.798322384,protein_coding,gmhA,NE,cell wall and cell processes
Rv0114,243.2366253,-0.244140469,0.1905852,-1.281004346,0.200192139,0.303663939,protein_coding,gmhB,NE,cell wall and cell processes
Rv0115,427.3216121,-0.284469896,0.192578302,-1.477164837,0.139631457,0.226752423,protein_coding,hddA,NE,cell wall and cell processes
Rv0115a,357.2826509,1.441902753,0.193653478,7.445788062,9.63674E-14,2.42616E-12,protein_coding,NA,NA,NA
Rv0116c,1000.109437,1.627841334,0.176511851,9.222277848,2.90855E-20,1.4374E-18,protein_coding,ldtA,NE,cell wall and cell processes
Rv0117,216.5591469,0.330817004,0.207080472,1.59752873,0.110147899,0.188670107,protein_coding,oxyS,NE,regulatory proteins
Rv0118c,314.4474297,0.566751122,0.221944077,2.553576239,0.010662293,0.026395275,protein_coding,oxcA,NE,intermediary metabolism and respiration
Rv0119,256.095878,0.086369857,0.232227761,0.371918743,0.70995335,0.794726862,protein_coding,fadD7,NE,lipid metabolism
Rv0120c,2006.839054,0.343677394,0.087492203,3.928091666,8.56226E-05,0.000410476,protein_coding,fusA2,NE,information pathways
Rv0121c,114.8172584,0.593943532,0.239638402,2.478498971,0.013193649,0.031777484,protein_coding,NA,NE,conserved hypotheticals
Rv0122,105.3714408,1.550272158,0.260517257,5.950746512,2.66922E-09,3.32863E-08,protein_coding,NA,NE,conserved hypotheticals
Rv0123,107.182148,1.682039642,0.229429741,7.331393197,2.27772E-13,5.3951E-12,protein_coding,NA,NE,conserved hypotheticals
Rv0124,25.27622939,1.065957193,0.420888622,2.53263485,0.011320882,0.02780214,protein_coding,PE_PGRS2,NE,PE/PPE
Rv0125,1880.24236,0.799037988,0.207144779,3.857388974,0.000114605,0.000526708,protein_coding,pepA,NE,intermediary metabolism and respiration
Rv0126,1265.954406,0.526602505,0.110722016,4.756077623,1.97391E-06,1.43664E-05,protein_coding,treS,NE,"virulence, detoxification, adaptation"
Rv0127,1096.014246,-0.06680778,0.09969,-0.670155283,0.502758806,0.615456728,protein_coding,mak,NE,"virulence, detoxification, adaptation"
Rv0128,306.5923221,0.33426268,0.127335423,2.625056511,0.008663459,0.022075,protein_coding,NA,NE,cell wall and cell processes
Rv0129c,4608.374823,0.467605155,0.101397672,4.611596563,3.99588E-06,2.72496E-05,protein_coding,fbpC,NE,lipid metabolism
Rv0130,105.3671539,0.134132218,0.21948822,0.611113515,0.541124433,0.649714412,protein_coding,htdZ,NE,intermediary metabolism and respiration
Rv0131c,471.1110806,0.858073032,0.073177942,11.72584257,9.39614E-32,1.1754E-29,protein_coding,fadE1,NE,lipid metabolism
Rv0132c,112.8645191,0.759089413,0.255861263,2.966800849,0.003009158,0.008955881,protein_coding,fgd2,NE,intermediary metabolism and respiration
Rv0133,810.8298555,-0.079754279,0.10969006,-0.72708757,0.467172313,0.585134783,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0134,953.9248126,-0.261094234,0.098393253,-2.653578627,0.007964321,0.02049382,protein_coding,ephF,NE,"virulence, detoxification, adaptation"
Rv0135c,670.3371158,-0.242879691,0.142078882,-1.709470732,0.087363789,0.155915444,protein_coding,NA,NE,regulatory proteins
Rv0136,531.5305068,-0.566846237,0.112529608,-5.037307476,4.72126E-07,3.98717E-06,protein_coding,cyp138,NE,intermediary metabolism and respiration
Rv0137c,425.196305,0.710172007,0.14361096,4.945110072,7.61009E-07,6.16663E-06,protein_coding,msrA,NE,intermediary metabolism and respiration
Rv0138,152.1417638,-0.612997185,0.171832856,-3.567403798,0.000360536,0.001403915,protein_coding,NA,GA,conserved hypotheticals
Rv0139,442.0597128,-0.701156786,0.134347832,-5.218966145,1.79925E-07,1.63319E-06,protein_coding,NA,GA,intermediary metabolism and respiration
Rv0140,1012.016113,0.126346622,0.194426356,0.649843078,0.51579359,0.62853021,protein_coding,NA,NE,conserved hypotheticals
Rv0141c,580.079852,0.558798076,0.146802561,3.806459988,0.00014097,0.000634049,protein_coding,NA,NE,conserved hypotheticals
Rv0142,581.64181,-0.252401436,0.224582707,-1.123868525,0.261068806,0.376597632,protein_coding,NA,NE,conserved hypotheticals
Rv0143c,713.8987866,-0.357037389,0.107847824,-3.310566462,0.000931073,0.003210238,protein_coding,NA,NE,cell wall and cell processes
Rv0144,3768.873379,-0.437550411,0.240082682,-1.822498844,0.068379329,0.126430695,protein_coding,NA,NE,regulatory proteins
Rv0145,6279.272445,-0.297749579,0.196211879,-1.517490074,0.129142998,0.213531359,protein_coding,NA,NE,lipid metabolism
Rv0146,2319.830309,1.425295571,0.145556037,9.792074554,1.21771E-22,8.12418E-21,protein_coding,NA,GA,lipid metabolism
Rv0147,3153.274148,0.920678287,0.128756744,7.150524744,8.64468E-13,1.90135E-11,protein_coding,NA,GA,intermediary metabolism and respiration
Rv0148,1664.039589,0.563335896,0.241923664,2.328568799,0.019881921,0.044686877,protein_coding,NA,GA,intermediary metabolism and respiration
Rv0149,1540.965046,0.326010244,0.167364603,1.947904384,0.051426405,0.099980525,protein_coding,NA,GA,intermediary metabolism and respiration
Rv0150c,12.3621304,-0.034976738,0.386845195,-0.090415337,0.92795717,0.953442647,protein_coding,NA,GA,conserved hypotheticals
Rv0151c,179.1970364,0.067470908,0.191391904,0.352527491,0.724442705,0.806660403,protein_coding,PE1,GA,PE/PPE
Rv0152c,112.0678203,-0.312771724,0.231722518,-1.349768365,0.177090295,0.276229253,protein_coding,PE2,GA,PE/PPE
Rv0153c,491.9760753,0.146851092,0.17705278,0.829419862,0.406866866,0.530171896,protein_coding,ptbB,NE,regulatory proteins
Rv0154c,804.497494,0.445799956,0.104633948,4.260567096,2.03909E-05,0.000115452,protein_coding,fadE2,NE,lipid metabolism
Rv0155,318.2445683,-0.000704158,0.272851533,-0.002580738,0.997940871,0.997940871,protein_coding,pntAa,NE,intermediary metabolism and respiration
Rv0156,196.7820912,0.242420373,0.232585734,1.04228393,0.297280061,0.415217056,protein_coding,pntAb,Uncertain,intermediary metabolism and respiration
Rv0157,1780.943403,-0.013591508,0.228798995,-0.059403703,0.952630563,0.968846582,protein_coding,pntB,NE,intermediary metabolism and respiration
Rv0157A,392.6423893,0.183307126,0.270145606,0.678549353,0.497423443,0.610605962,protein_coding,NA,NE,conserved hypotheticals
Rv0158,426.6119889,0.726837427,0.126240648,5.757554634,8.53412E-09,9.73278E-08,protein_coding,NA,GA,regulatory proteins
Rv0159c,105.9383268,0.36883999,0.213012519,1.731541377,0.083355252,0.149628284,protein_coding,PE3,GA,PE/PPE
Rv0160c,55.44501396,0.625421026,0.234905827,2.662433002,0.007757801,0.020061032,protein_coding,PE4,GA,PE/PPE
Rv0161,182.4319615,0.108357837,0.256695191,0.422126477,0.672932703,0.764969005,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0162c,122.2856841,-0.153895965,0.251781348,-0.611228616,0.541048242,0.649714412,protein_coding,adhE1,NE,intermediary metabolism and respiration
Rv0163,102.5774141,0.074902634,0.18659298,0.401422573,0.688109033,0.77745656,protein_coding,NA,NE,conserved hypotheticals
Rv0164,870.8950522,0.125844665,0.173638543,0.724750757,0.46860495,0.586031184,protein_coding,TB18.5,ES,conserved hypotheticals
Rv0165c,668.4435909,-2.639237087,0.381930033,-6.910263287,4.83755E-12,9.56351E-11,protein_coding,mce1R,NE,regulatory proteins
Rv0166,3945.531765,-2.474115265,0.341073584,-7.253904672,4.04925E-13,9.26237E-12,protein_coding,fadD5,NE,lipid metabolism
Rv0167,1956.702171,-2.02310782,0.35826294,-5.646991616,1.6328E-08,1.77611E-07,protein_coding,yrbE1A,NE,"virulence, detoxification, adaptation"
Rv0168,914.3160145,-1.746452147,0.34255684,-5.098284257,3.42746E-07,2.96331E-06,protein_coding,yrbE1B,NE,"virulence, detoxification, adaptation"
Rv0169,2401.395409,-1.583671274,0.330389931,-4.793340011,1.64027E-06,1.22959E-05,protein_coding,mce1A,NE,"virulence, detoxification, adaptation"
Rv0170,2082.674076,-1.470350511,0.313158801,-4.695223346,2.66316E-06,1.88018E-05,protein_coding,mce1B,NE,"virulence, detoxification, adaptation"
Rv0171,2863.448719,-1.558034208,0.28310569,-5.503365935,3.72608E-08,3.83432E-07,protein_coding,mce1C,NE,"virulence, detoxification, adaptation"
Rv0172,2798.583449,-1.429977318,0.250482085,-5.708900559,1.13708E-08,1.26437E-07,protein_coding,mce1D,NE,"virulence, detoxification, adaptation"
Rv0173,1537.526693,-1.35046905,0.260425855,-5.185618188,2.15299E-07,1.92806E-06,protein_coding,lprK,NE,cell wall and cell processes
Rv0174,5033.545881,-1.152796125,0.258371884,-4.461770797,8.12851E-06,5.0658E-05,protein_coding,mce1F,NE,"virulence, detoxification, adaptation"
Rv0175,2292.311745,-0.755255358,0.139265339,-5.423139483,5.85613E-08,5.86052E-07,protein_coding,NA,NE,cell wall and cell processes
Rv0176,873.9407358,-0.915893757,0.156503748,-5.85221613,4.85066E-09,5.76177E-08,protein_coding,NA,NE,cell wall and cell processes
Rv0177,1350.514034,-0.43652969,0.145636147,-2.997399341,0.002722938,0.008183123,protein_coding,NA,NE,conserved hypotheticals
Rv0178,1273.20124,-0.118543487,0.16904644,-0.701248055,0.483148225,0.598404191,protein_coding,NA,NE,cell wall and cell processes
Rv0179c,2020.665638,-0.441866777,0.133053121,-3.320980173,0.000897019,0.003111584,protein_coding,lprO,NE,cell wall and cell processes
Rv0180c,890.6533521,0.388059242,0.08442922,4.596267053,4.30127E-06,2.90845E-05,protein_coding,NA,NE,cell wall and cell processes
Rv0181c,716.9534685,0.456122625,0.218572763,2.086822796,0.036904156,0.076086515,protein_coding,NA,NE,conserved hypotheticals
Rv0182c,2086.026657,0.62485096,0.124617431,5.014153775,5.32674E-07,4.42384E-06,protein_coding,sigG,NE,information pathways
Rv0183,660.1514095,-0.398656768,0.219690523,-1.814628885,0.06958096,0.12835603,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0184,1405.055012,0.823520254,0.161814994,5.089270372,3.59444E-07,3.10098E-06,protein_coding,NA,NE,conserved hypotheticals
Rv0185,1113.522579,0.610415074,0.24803224,2.46103117,0.013853833,0.03311015,protein_coding,NA,NE,conserved hypotheticals
Rv0186,4119.845497,-0.125092313,0.140301935,-0.891593644,0.372610778,0.496359716,protein_coding,bglS,NE,intermediary metabolism and respiration
Rv0186A,1431.172234,2.436804973,0.165660001,14.70967617,5.58742E-49,1.72049E-46,protein_coding,mymT,NE,NA
Rv0187,303.1554429,0.316307508,0.151621609,2.086163778,0.03696379,0.076114224,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0188,5271.258338,1.4352823,0.144174913,9.955145911,2.39471E-23,1.68176E-21,protein_coding,NA,NE,cell wall and cell processes
Rv0189c,1199.355073,0.194105808,0.088336838,2.197337054,0.027996383,0.059770412,protein_coding,ilvD,ES,intermediary metabolism and respiration
Rv0190,954.8012256,0.875576584,0.212774251,4.115049545,3.87096E-05,0.000203888,protein_coding,NA,GA,conserved hypotheticals
Rv0191,529.1815325,-0.4048026,0.151913062,-2.664699101,0.007705724,0.019952142,protein_coding,NA,GA,cell wall and cell processes
Rv0192,772.4790342,0.041130075,0.087176456,0.471802558,0.637067725,0.734499453,protein_coding,NA,GA,conserved hypotheticals
Rv0193c,190.0635526,-0.027908936,0.172738268,-0.161567767,0.871646242,0.914840038,protein_coding,NA,GA,conserved hypotheticals
Rv0194,142.8117476,-0.138686001,0.166596576,-0.832466097,0.405145907,0.528617687,protein_coding,NA,GA,cell wall and cell processes
Rv0195,46.47625229,1.108650208,0.461938413,2.399995705,0.016395264,0.038090681,protein_coding,NA,GA,regulatory proteins
Rv0196,612.6643908,-2.319306442,0.346007206,-6.703058206,2.04102E-11,3.58342E-10,protein_coding,NA,NE,regulatory proteins
Rv0197,2679.104552,-1.865173052,0.385582488,-4.837286727,1.31623E-06,1.00551E-05,protein_coding,NA,NE,intermediary metabolism and respiration
