gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_biotype,gene_name,Essentiality,Functional
Rv0030,123.460078,-0.535308532,0.199224495,-2.686961421,0.007210528,0.102196738,protein_coding,NA,NE,conserved hypotheticals
Rv0032,323.4215374,-0.717422327,0.1993971,-3.597957668,0.000320726,0.01043793,protein_coding,bioF2,NE,intermediary metabolism and respiration
Rv0033,28.98728936,-0.984536945,0.306807279,-3.208975183,0.00133209,0.029657891,protein_coding,acpA,NE,lipid metabolism
Rv0034,49.00367836,-0.598302588,0.171505138,-3.488540306,0.000485666,0.014172939,protein_coding,NA,NE,conserved hypotheticals
Rv0035,229.4871737,-0.591632599,0.163797477,-3.611976253,0.000303872,0.010052903,protein_coding,fadD34,NE,lipid metabolism
Rv0036c,726.6220609,-0.153899239,0.148719911,-1.034826058,0.300750151,0.738590709,protein_coding,NA,NE,conserved hypotheticals
Rv0037c,681.8058264,-0.005777581,0.112079245,-0.051549076,0.958887997,0.992908581,protein_coding,NA,NE,cell wall and cell processes
Rv0038,913.5030593,-0.036362408,0.1069518,-0.339988746,0.733865003,0.944433393,protein_coding,NA,NE,conserved hypotheticals
Rv0039c,115.7607553,-0.20162809,0.277224908,-0.72730871,0.467036864,0.831279931,protein_coding,NA,NE,cell wall and cell processes
Rv0040c,1314.075531,0.101302395,0.291630094,0.347366052,0.728316334,0.942029551,protein_coding,mtc28,NE,cell wall and cell processes
Rv0041,1860.405561,0.059538443,0.119160975,0.499647158,0.617323547,0.911478677,protein_coding,leuS,ES,information pathways
Rv0042c,621.3759547,0.09569917,0.144193965,0.663683601,0.506892837,0.85276852,protein_coding,NA,NE,regulatory proteins
Rv0043c,347.8000821,-0.033937131,0.113287925,-0.299565297,0.764508758,0.950412596,protein_coding,NA,NE,regulatory proteins
Rv0044c,282.2096922,-0.063068388,0.141448783,-0.445874375,0.655687993,0.923205096,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0045c,808.2578855,-0.101301258,0.116102175,-0.872518175,0.382925757,0.788504016,protein_coding,NA,NE,lipid metabolism
Rv0046c,3556.739359,0.019692483,0.140704926,0.139955892,0.888694841,0.979104574,protein_coding,ino1,ES,intermediary metabolism and respiration
Rv0047c,1119.472121,0.176828922,0.214318525,0.825075303,0.40932884,0.80842788,protein_coding,NA,NE,conserved hypotheticals
Rv0048c,528.2675851,-0.456837409,0.223711282,-2.042084805,0.04114312,0.299447107,protein_coding,NA,NE,cell wall and cell processes
Rv0049,765.1474726,-0.150046119,0.108036584,-1.388845455,0.16487975,0.593648739,protein_coding,NA,NE,conserved hypotheticals
Rv0050,3346.411038,0.302743939,0.11504143,2.631607918,0.008498187,0.112503669,protein_coding,ponA1,NE,cell wall and cell processes
Rv0051,647.656491,0.105066729,0.116607684,0.901027495,0.367573701,0.779257922,protein_coding,NA,NE,cell wall and cell processes
Rv0052,230.5058395,0.10960241,0.109267407,1.003065901,0.315829066,0.744999263,protein_coding,NA,NE,conserved hypotheticals
Rv0053,1287.600424,0.030860719,0.202238005,0.152596041,0.878716847,0.97849477,protein_coding,rpsF,ES,information pathways
Rv0054,2074.702967,0.131279258,0.10433344,1.258266356,0.208295444,0.64711451,protein_coding,ssb,ES,information pathways
Rv0055,1688.817526,-0.273246307,0.155912451,-1.752562449,0.079677142,0.423569188,protein_coding,rpsR1,ES,information pathways
Rv0056,2362.727371,-0.065150654,0.088741641,-0.734161018,0.462850608,0.830267696,protein_coding,rplI,NE,information pathways
Rv0057,1438.521197,0.150764706,0.149402344,1.009118742,0.31291769,0.74364718,protein_coding,NA,NE,conserved hypotheticals
Rv0058,6837.194969,-0.018494426,0.086614151,-0.213526607,0.830916238,0.966098484,protein_coding,dnaB,ES,information pathways
Rv0059,599.6409486,0.218231213,0.120709958,1.807897347,0.070622479,0.394834892,protein_coding,NA,GA,conserved hypotheticals
Rv0060,2690.189798,0.124769941,0.117292504,1.063750335,0.287441816,0.729632675,protein_coding,NA,ES,conserved hypotheticals
Rv0061c,1963.078888,0.272782882,0.131343483,2.076866522,0.03781388,0.287773694,protein_coding,NA,NE,conserved hypotheticals
Rv0062,613.3408342,0.237770925,0.203442874,1.16873558,0.242510182,0.688939782,protein_coding,celA1,NE,intermediary metabolism and respiration
Rv0063,392.1744474,0.152920935,0.15874075,0.96333761,0.335378125,0.756348526,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0063a,252.9095591,-0.162253858,0.210644103,-0.770274868,0.441136861,0.823486114,protein_coding,NA,NA,NA
Rv0064,2664.581158,0.325696307,0.196123701,1.660667759,0.096780192,0.46102693,protein_coding,NA,NE,cell wall and cell processes
Rv0064A,67.07431502,0.376541788,0.223528097,1.68453896,0.092077557,0.449495682,protein_coding,vapB1,NE,"virulence, detoxification, adaptation"
Rv0065,98.06532223,0.43462534,0.224071763,1.939670284,0.052419773,0.346788406,protein_coding,vapC1,NE,"virulence, detoxification, adaptation"
Rv0066c,2340.513495,0.074771316,0.137853615,0.542396481,0.587545404,0.89932316,protein_coding,icd2,NE,intermediary metabolism and respiration
Rv0067c,228.7008917,-0.104948631,0.145102973,-0.723270028,0.469514003,0.832533086,protein_coding,NA,NE,regulatory proteins
Rv0068,284.1570366,-0.182574121,0.168011658,-1.086675314,0.277180328,0.720815156,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0069c,380.7374954,0.095471012,0.125349737,0.761637112,0.446276619,0.825944886,protein_coding,sdaA,NE,intermediary metabolism and respiration
Rv0070c,388.9772588,0.44024611,0.125686437,3.502733626,0.00046051,0.01384567,protein_coding,glyA2,NE,intermediary metabolism and respiration
Rv0071,67.34539338,0.277751652,0.248871693,1.116043568,0.264403486,0.710411561,protein_coding,NA,NE,information pathways
Rv0072,1431.474469,0.218949721,0.099877155,2.192190202,0.028365776,0.241252685,protein_coding,NA,NE,cell wall and cell processes
Rv0073,1358.052223,0.001866443,0.093601682,0.019940276,0.984091016,0.997442531,protein_coding,NA,NE,cell wall and cell processes
Rv0074,774.8170434,0.013369162,0.085076327,0.157143151,0.87513203,0.97849477,protein_coding,NA,NE,conserved hypotheticals
Rv0075,862.6261619,0.128045371,0.094305326,1.357774548,0.174535233,0.607567484,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0076c,125.4830749,-0.325388931,0.205515695,-1.583280201,0.113357613,0.495924073,protein_coding,NA,NE,cell wall and cell processes
Rv0077c,239.7754631,-0.588549531,0.200429874,-2.936436172,0.003320071,0.059574115,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0078,91.28492102,-0.410920008,0.262336781,-1.566383514,0.11725886,0.504175314,protein_coding,NA,NE,regulatory proteins
Rv0078A,1077.207992,0.103297925,0.116550679,0.886291923,0.37546024,0.784668417,protein_coding,NA,NE,conserved hypotheticals
Rv0078B,583.0797283,-0.409274675,0.224514137,-1.82293499,0.068313238,0.3912536,protein_coding,NA,NE,conserved hypotheticals
Rv0079,1332.267506,-0.029253782,0.278074006,-0.105201425,0.91621598,0.986314824,protein_coding,NA,NE,conserved hypotheticals
Rv0080,473.9504642,-0.090037917,0.28509983,-0.315811893,0.75214529,0.949303454,protein_coding,NA,NE,conserved hypotheticals
Rv0081,172.2528846,-0.575669465,0.281034486,-2.04839439,0.040521371,0.298723844,protein_coding,NA,NE,regulatory proteins
Rv0082,268.7456109,-0.697748713,0.240369449,-2.902817794,0.003698217,0.064646131,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0083,349.2023897,-0.532095161,0.242349529,-2.195569202,0.028122793,0.241061111,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0084,378.0547865,-0.391696602,0.246776553,-1.587252101,0.112455559,0.493395413,protein_coding,hycD,NE,intermediary metabolism and respiration
Rv0085,130.0720065,-0.555720811,0.247559118,-2.244800416,0.024780948,0.220211243,protein_coding,hycP,NE,intermediary metabolism and respiration
Rv0086,373.2734161,-0.313995139,0.184754466,-1.699526655,0.089219997,0.444200403,protein_coding,hycQ,NE,intermediary metabolism and respiration
Rv0087,229.6247972,-0.394232266,0.174533879,-2.258772156,0.023897561,0.21594117,protein_coding,hycE,NE,intermediary metabolism and respiration
Rv0088,976.4085069,-0.232257347,0.094820003,-2.449455185,0.014307251,0.153133494,protein_coding,NA,NE,lipid metabolism
Rv0089,189.0687155,-0.304855002,0.140847078,-2.164439657,0.030430623,0.250130973,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0090,62.13402368,-0.008261729,0.187868058,-0.043976231,0.96492335,0.995350165,protein_coding,NA,NE,cell wall and cell processes
Rv0091,200.0526782,-0.187281597,0.169474249,-1.105074065,0.269127498,0.715936073,protein_coding,mtn,NE,intermediary metabolism and respiration
Rv0092,761.5059042,-0.153444231,0.087073824,-1.762231434,0.078030203,0.418706305,protein_coding,ctpA,NE,cell wall and cell processes
Rv0093c,277.8750158,-0.198920578,0.098315475,-2.02328859,0.043043403,0.30660521,protein_coding,NA,NE,cell wall and cell processes
Rv0094c,8.41849518,1.643944044,1.669607489,0.984629055,0.324806313,0.749826799,protein_coding,NA,NE,NA
Rv0095c,237.6318595,0.607423778,0.300060248,2.024339387,0.042935244,0.30660521,protein_coding,NA,NE,insertion seqs and phages
Rv0096,132.3679603,0.11410061,0.291735332,0.391110014,0.695715919,0.928994972,protein_coding,PPE1,NE,PE/PPE
Rv0097,390.3123714,0.076741841,0.254844114,0.301132483,0.763313472,0.950043927,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0098,205.2977778,0.077531948,0.295906526,0.262015,0.793309878,0.959401644,protein_coding,fcoT,NE,lipid metabolism
Rv0099,551.0823307,0.140120855,0.20204476,0.693513926,0.487987089,0.842870815,protein_coding,fadD10,NE,lipid metabolism
Rv0100,28.35069219,-0.358109697,0.365670876,-0.979322447,0.327420683,0.751743962,protein_coding,NA,NE,conserved hypotheticals
Rv0101,1453.08386,0.088172482,0.196277067,0.449224572,0.653269663,0.923205096,protein_coding,nrp,NE,lipid metabolism
Rv0102,978.1377348,0.373309823,0.091810796,4.066077615,4.7811E-05,0.002036037,protein_coding,NA,ES,cell wall and cell processes
Rv0103c,1828.25277,-0.02571399,0.165138135,-0.155712005,0.876260034,0.97849477,protein_coding,ctpB,NE,cell wall and cell processes
Rv0104,180.9539336,-0.256444157,0.367734732,-0.697361807,0.485576397,0.841278034,protein_coding,NA,NE,conserved hypotheticals
Rv0105c,7.077529117,-0.959672449,0.523380011,-1.833605467,0.06671258,0.385711836,protein_coding,rpmB1,NE,information pathways
Rv0106,349.9286512,-0.475709784,0.212908413,-2.23434,0.02546071,0.223998293,protein_coding,NA,NE,conserved hypotheticals
Rv0107c,2057.773893,-0.23717117,0.094373164,-2.513120893,0.011966832,0.136476433,protein_coding,ctpI,NE,cell wall and cell processes
Rv0108c,1984.449033,-0.540746007,0.260970995,-2.072054048,0.038260401,0.289372522,protein_coding,NA,NE,conserved hypotheticals
Rv0109,81.52884255,-0.324119862,0.155636246,-2.082547416,0.037292497,0.284346407,protein_coding,PE_PGRS1,NE,PE/PPE
Rv0110,214.7832435,-0.022206321,0.131220088,-0.169229582,0.865616063,0.974426631,protein_coding,NA,NE,cell wall and cell processes
Rv0111,463.3331996,0.01833739,0.226512014,0.080955486,0.935477353,0.990890967,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0112,917.6059102,-0.012441619,0.176327501,-0.070559719,0.94374817,0.990890967,protein_coding,gca,NE,cell wall and cell processes
Rv0113,464.2308664,-0.127040405,0.171802224,-0.739457279,0.459629372,0.829105677,protein_coding,gmhA,NE,cell wall and cell processes
Rv0114,243.2366253,0.008659369,0.167857775,0.051587537,0.95885735,0.992908581,protein_coding,gmhB,NE,cell wall and cell processes
Rv0115,427.3216121,-0.000684541,0.170680795,-0.004010652,0.996799971,0.99929634,protein_coding,hddA,NE,cell wall and cell processes
Rv0115a,357.2826509,0.041779274,0.177345389,0.235581395,0.813757512,0.961387764,protein_coding,NA,NA,NA
Rv0116c,1000.109437,0.087633332,0.160371099,0.546440925,0.584762885,0.89823708,protein_coding,ldtA,NE,cell wall and cell processes
Rv0117,216.5591469,0.059415744,0.184837498,0.321448543,0.747870502,0.949303454,protein_coding,oxyS,NE,regulatory proteins
Rv0118c,314.4474297,-0.112429519,0.199439626,-0.563727085,0.572939882,0.892891733,protein_coding,oxcA,NE,intermediary metabolism and respiration
Rv0119,256.095878,-0.335607047,0.207769676,-1.615284066,0.106249193,0.48221714,protein_coding,fadD7,NE,lipid metabolism
Rv0120c,2006.839054,-0.043260117,0.078295638,-0.552522698,0.580590287,0.896400686,protein_coding,fusA2,NE,information pathways
Rv0121c,114.8172584,-0.011866048,0.216465596,-0.054817248,0.956284059,0.992678332,protein_coding,NA,NE,conserved hypotheticals
Rv0122,105.3714408,0.016830793,0.245558499,0.06854087,0.945355087,0.990890967,protein_coding,NA,NE,conserved hypotheticals
Rv0123,107.182148,0.056360775,0.220782186,0.255277731,0.798508599,0.961285765,protein_coding,NA,NE,conserved hypotheticals
Rv0124,25.27622939,0.013159025,0.40033333,0.032870172,0.97377812,0.997171918,protein_coding,PE_PGRS2,NE,PE/PPE
Rv0125,1880.24236,-0.046771518,0.185510321,-0.252123538,0.800945577,0.961374856,protein_coding,pepA,NE,intermediary metabolism and respiration
Rv0126,1265.954406,0.010141967,0.099251395,0.102184627,0.918610129,0.986901865,protein_coding,treS,NE,"virulence, detoxification, adaptation"
Rv0127,1096.014246,-0.132251686,0.088551807,-1.493495051,0.135307649,0.542178697,protein_coding,mak,NE,"virulence, detoxification, adaptation"
Rv0128,306.5923221,0.200541028,0.112785961,1.778067291,0.075392804,0.408939557,protein_coding,NA,NE,cell wall and cell processes
Rv0129c,4608.374823,-0.003640299,0.090738379,-0.04011863,0.96799855,0.995350165,protein_coding,fbpC,NE,lipid metabolism
Rv0130,105.3671539,-0.077734536,0.195237216,-0.398154293,0.690516455,0.928994972,protein_coding,htdZ,NE,intermediary metabolism and respiration
Rv0131c,471.1110806,-0.019412626,0.068501381,-0.28339029,0.776877671,0.953530499,protein_coding,fadE1,NE,lipid metabolism
Rv0132c,112.8645191,-0.029182584,0.233911122,-0.124759283,0.900714123,0.982441045,protein_coding,fgd2,NE,intermediary metabolism and respiration
Rv0133,810.8298555,0.099804156,0.09617178,1.037769667,0.299377302,0.738456482,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0134,953.9248126,-0.008940106,0.086517096,-0.103333402,0.917698366,0.986451815,protein_coding,ephF,NE,"virulence, detoxification, adaptation"
Rv0135c,670.3371158,-0.297014075,0.126348834,-2.350746462,0.018735795,0.182480263,protein_coding,NA,NE,regulatory proteins
Rv0136,531.5305068,-0.917738004,0.100030906,-9.174544512,4.53488E-20,9.07655E-18,protein_coding,cyp138,NE,intermediary metabolism and respiration
Rv0137c,425.196305,0.249531058,0.129029481,1.933907316,0.053124525,0.347261602,protein_coding,msrA,NE,intermediary metabolism and respiration
Rv0138,152.1417638,0.072575183,0.146610628,0.495019929,0.620586053,0.912975366,protein_coding,NA,GA,conserved hypotheticals
Rv0139,442.0597128,0.000760182,0.116651884,0.006516669,0.994800487,0.999203375,protein_coding,NA,GA,intermediary metabolism and respiration
Rv0140,1012.016113,0.613112038,0.17127893,3.579611567,0.000344105,0.010846091,protein_coding,NA,NE,conserved hypotheticals
Rv0141c,580.079852,0.019544601,0.131685772,0.14841847,0.882012525,0.97849477,protein_coding,NA,NE,conserved hypotheticals
Rv0142,581.64181,0.015627396,0.19796739,0.078939244,0.937080948,0.990890967,protein_coding,NA,NE,conserved hypotheticals
Rv0143c,713.8987866,-0.076104535,0.094923643,-0.801744781,0.422700606,0.818611769,protein_coding,NA,NE,cell wall and cell processes
Rv0144,3768.873379,0.050284992,0.214393621,0.234545186,0.814561758,0.961387764,protein_coding,NA,NE,regulatory proteins
Rv0145,6279.272445,-0.095135721,0.175356173,-0.5425285,0.587454479,0.89932316,protein_coding,NA,NE,lipid metabolism
Rv0146,2319.830309,0.335569006,0.130813081,2.565255738,0.010309978,0.12575982,protein_coding,NA,GA,lipid metabolism
Rv0147,3153.274148,0.174814199,0.115420996,1.514578846,0.129879093,0.531601235,protein_coding,NA,GA,intermediary metabolism and respiration
Rv0148,1664.039589,-0.155405906,0.216608085,-0.717452008,0.473095239,0.834786726,protein_coding,NA,GA,intermediary metabolism and respiration
Rv0149,1540.965046,0.097777459,0.149578833,0.653685134,0.513314683,0.854386143,protein_coding,NA,GA,intermediary metabolism and respiration
Rv0150c,12.3621304,0.412941349,0.313314094,1.317978846,0.187510729,0.627072222,protein_coding,NA,GA,conserved hypotheticals
Rv0151c,179.1970364,0.077079139,0.169195176,0.455563453,0.648703929,0.923205096,protein_coding,PE1,GA,PE/PPE
Rv0152c,112.0678203,-0.042112684,0.201999594,-0.208479053,0.834854936,0.966770098,protein_coding,PE2,GA,PE/PPE
Rv0153c,491.9760753,-0.077675667,0.158010709,-0.491584826,0.623012873,0.915360758,protein_coding,ptbB,NE,regulatory proteins
Rv0154c,804.497494,-0.109245292,0.093987333,-1.162340585,0.245097147,0.689593691,protein_coding,fadE2,NE,lipid metabolism
Rv0155,318.2445683,-0.270359153,0.243853016,-1.108697186,0.267560836,0.714874735,protein_coding,pntAa,NE,intermediary metabolism and respiration
Rv0156,196.7820912,-0.070508652,0.207863727,-0.339206136,0.734454447,0.944433393,protein_coding,pntAb,Uncertain,intermediary metabolism and respiration
Rv0157,1780.943403,-0.138294861,0.20455572,-0.676074277,0.498993488,0.85071164,protein_coding,pntB,NE,intermediary metabolism and respiration
Rv0157A,392.6423893,-0.205627755,0.241630933,-0.850999298,0.394769743,0.798931466,protein_coding,NA,NE,conserved hypotheticals
Rv0158,426.6119889,0.034269831,0.113960664,0.300716318,0.763630824,0.950043927,protein_coding,NA,GA,regulatory proteins
Rv0159c,105.9383268,-0.036551141,0.190751937,-0.191616093,0.848042935,0.969364897,protein_coding,PE3,GA,PE/PPE
Rv0160c,55.44501396,-0.057184159,0.216172362,-0.26453039,0.791371251,0.959121266,protein_coding,PE4,GA,PE/PPE
Rv0161,182.4319615,-0.311687233,0.22966404,-1.357144259,0.174735378,0.607702622,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0162c,122.2856841,-0.270831209,0.223272399,-1.213008017,0.225126756,0.666555031,protein_coding,adhE1,NE,intermediary metabolism and respiration
Rv0163,102.5774141,-0.330497624,0.166836914,-1.980962229,0.04759551,0.329627724,protein_coding,NA,NE,conserved hypotheticals
Rv0164,870.8950522,0.054771785,0.155045313,0.353263082,0.72389122,0.940109426,protein_coding,TB18.5,ES,conserved hypotheticals
Rv0165c,668.4435909,-0.906799126,0.331838985,-2.732647959,0.006282745,0.093493778,protein_coding,mce1R,NE,regulatory proteins
Rv0166,3945.531765,-0.822347093,0.304013137,-2.704972224,0.00683101,0.09800908,protein_coding,fadD5,NE,lipid metabolism
Rv0167,1956.702171,-0.488582045,0.319381955,-1.52977348,0.126072808,0.524604419,protein_coding,yrbE1A,NE,"virulence, detoxification, adaptation"
Rv0168,914.3160145,-0.331409633,0.3046857,-1.087709836,0.276723224,0.720815156,protein_coding,yrbE1B,NE,"virulence, detoxification, adaptation"
Rv0169,2401.395409,-0.28037464,0.294949236,-0.950586086,0.341814534,0.761719679,protein_coding,mce1A,NE,"virulence, detoxification, adaptation"
Rv0170,2082.674076,-0.265426872,0.279488985,-0.949686343,0.342271651,0.761888915,protein_coding,mce1B,NE,"virulence, detoxification, adaptation"
Rv0171,2863.448719,-0.350984233,0.252690925,-1.388986302,0.164836916,0.593648739,protein_coding,mce1C,NE,"virulence, detoxification, adaptation"
Rv0172,2798.583449,-0.213426137,0.223508913,-0.954888711,0.339633979,0.760946311,protein_coding,mce1D,NE,"virulence, detoxification, adaptation"
Rv0173,1537.526693,-0.134945664,0.232001433,-0.581658754,0.560796559,0.887184261,protein_coding,lprK,NE,cell wall and cell processes
Rv0174,5033.545881,-0.121630554,0.230848931,-0.526883767,0.598274307,0.905968418,protein_coding,mce1F,NE,"virulence, detoxification, adaptation"
Rv0175,2292.311745,-0.039828229,0.123895977,-0.321465067,0.747857981,0.949303454,protein_coding,NA,NE,cell wall and cell processes
Rv0176,873.9407358,0.194280275,0.137925373,1.408589806,0.158956495,0.585914225,protein_coding,NA,NE,cell wall and cell processes
Rv0177,1350.514034,0.179626314,0.129433218,1.387791457,0.165200557,0.593697191,protein_coding,NA,NE,conserved hypotheticals
Rv0178,1273.20124,-0.056277873,0.150858081,-0.373051763,0.709109919,0.933227587,protein_coding,NA,NE,cell wall and cell processes
Rv0179c,2020.665638,0.132287747,0.118070609,1.120412167,0.262538162,0.710150359,protein_coding,lprO,NE,cell wall and cell processes
Rv0180c,890.6533521,0.261841597,0.074832467,3.499037366,0.000466941,0.01384567,protein_coding,NA,NE,cell wall and cell processes
Rv0181c,716.9534685,0.299906,0.195101258,1.537181273,0.124248925,0.520804656,protein_coding,NA,NE,conserved hypotheticals
Rv0182c,2086.026657,0.276079752,0.111515115,2.475715966,0.013296931,0.145430647,protein_coding,sigG,NE,information pathways
Rv0183,660.1514095,-0.184020577,0.19580424,-0.939819164,0.347310327,0.763838411,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0184,1405.055012,0.151807331,0.145247093,1.045166055,0.295946229,0.736736788,protein_coding,NA,NE,conserved hypotheticals
Rv0185,1113.522579,0.086559231,0.222150179,0.38964286,0.696800654,0.928994972,protein_coding,NA,NE,conserved hypotheticals
Rv0186,4119.845497,0.116991283,0.125045258,0.935591525,0.34948354,0.764530409,protein_coding,bglS,NE,intermediary metabolism and respiration
Rv0186A,1431.172234,1.938604106,0.149761926,12.94457244,2.52163E-38,1.68235E-35,protein_coding,mymT,NE,NA
Rv0187,303.1554429,-0.230517278,0.136286489,-1.691416956,0.090757196,0.447372796,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0188,5271.258338,0.082230941,0.130253398,0.631315127,0.527834498,0.868182936,protein_coding,NA,NE,cell wall and cell processes
Rv0189c,1199.355073,0.101357053,0.078569757,1.2900263,0.197041527,0.636027206,protein_coding,ilvD,ES,intermediary metabolism and respiration
Rv0190,954.8012256,0.207030537,0.190986702,1.084004985,0.278362589,0.720815156,protein_coding,NA,GA,conserved hypotheticals
Rv0191,529.1815325,0.147700808,0.131495983,1.123234371,0.261337969,0.709631169,protein_coding,NA,GA,cell wall and cell processes
Rv0192,772.4790342,0.089915905,0.076917139,1.168997008,0.242404837,0.688939782,protein_coding,NA,GA,conserved hypotheticals
Rv0193c,190.0635526,-0.123188331,0.152761168,-0.80641129,0.420005739,0.816553169,protein_coding,NA,GA,conserved hypotheticals
Rv0194,142.8117476,-0.198220587,0.145085038,-1.366237269,0.171864503,0.603017243,protein_coding,NA,GA,cell wall and cell processes
Rv0195,46.47625229,-0.207355106,0.44065342,-0.470562796,0.637952981,0.920887324,protein_coding,NA,GA,regulatory proteins
Rv0196,612.6643908,-3.745217719,0.312617547,-11.98019034,4.51286E-33,2.00722E-30,protein_coding,NA,NE,regulatory proteins
Rv0197,2679.104552,-3.470140297,0.345702659,-10.03793348,1.03826E-23,2.77078E-21,protein_coding,NA,NE,intermediary metabolism and respiration
Rv0198c,2165.058673,0.142959601,0.10362408,1.379598265,0.167710372,0.597813552,protein_coding,zmp1,NE,intermediary metabolism and respiration
Rv0199,204.2443054,0.136578517,0.141174933,0.967441702,0.333323271,0.755154069,protein_coding,NA,NE,cell wall and cell processes
Rv0200,373.0964687,0.017580893,0.156316268,0.112470012,0.910450746,0.984765406,protein_coding,NA,NE,cell wall and cell processes
